developer_name, country, rate, date, hours_worked, software_stack,
Rashawn Angel Schmitt,Sweden,USD 21,04-2023,130,Backend,null
Brad Jordan Ryan,Georgia,USD 26,04-2023,172,Frontend,null
Britney Finley Bauch,Nigeria,USD 18,04-2023,167,Backend,null
Randal Sage Bartoletti,Turkey,USD 22,04-2023,170,Backend,null
Ava Greer Hackett,Brazil,USD 19,04-2023,92,Backend,null
Rahsaan Noah Heaney,Nigeria,USD 27,04-2023,100,Frontend,null
Markus James Koelpin,Nigeria,USD 19,04-2023,153,DevOps,null
Anne Dakota Hilll-Morissette,Sweden,USD 20,04-2023,87,Frontend,null
Mozell Micah Wintheiser,Georgia,USD 16,04-2023,139,DevOps,null
Katelyn Parker Rath,Georgia,USD 23,04-2023,167,Backend,null
Marquis Riley Heathcote,Armenia,USD 27,04-2023,142,Data Engineer,null
Willis River Conn-Schneider,Turkey,USD 34,04-2023,133,Data Engineer,null
Marjory Skyler Bartoletti,Sweden,USD 36,04-2023,144,Data Engineer,null
Camilla Leslie Kuhic,Brazil,USD 24,04-2023,155,Backend,null
Madison Reagan Kshlerin,Brazil,USD 21,04-2023,149,Backend,null
Augustine Alex Renner,Uruguay,USD 34,04-2023,109,Data Engineer,null
Katlyn Jamie Mertz-Bogisich,Armenia,USD 34,04-2023,138,Data Engineer,null
Asha Billie Beer,Chile,USD 23,04-2023,133,Frontend,null
Erica Austin Bernhard,Peru,USD 15,04-2023,159,DevOps,null
Chelsea James Quigley,Colombia,USD 24,04-2023,146,Backend,null
Otto Harper Schmidt,Armenia,USD 17,04-2023,140,DevOps,null
Pinkie Robin Jacobs,Brazil,USD 25,04-2023,136,Frontend,null
Giovanna Rory Jenkins,Chile,USD 27,04-2023,119,Data Engineer,null
Oscar Shawn Johns,Brazil,USD 21,04-2023,125,Frontend,null
Cierra Jamie Ankunding,Nigeria,USD 30,04-2023,126,Data Engineer,null
Alva Kennedy Wisoky,Ivory Coast,USD 22,04-2023,120,Backend,null
Mary Kyle Bayer,Colombia,USD 21,04-2023,99,Backend,null
Ephraim Rory D'Amore,Uruguay,USD 20,04-2023,102,Frontend,null
Orie Sawyer Bode,Turkey,USD 19,04-2023,155,DevOps,null
Oscar Charlie Rowe,Turkey,USD 19,04-2023,127,DevOps,null
Rhianna Arden Hermiston,Nigeria,USD 20,04-2023,169,Frontend,null
Kelsi Jules Hudson,Armenia,USD 20,04-2023,156,DevOps,null
Bella Austin Wuckert,Uruguay,USD 23,04-2023,158,Frontend,null
Bailey Emerson Terry-Barton,Georgia,USD 24,04-2023,89,Frontend,null
Rupert Sage Romaguera,Uganda,USD 31,04-2023,114,Data Engineer,null
Laron River Cassin,Brazil,USD 20,04-2023,153,DevOps,null
Anibal Corey Kohler,Nigeria,USD 20,04-2023,139,Backend,null
Dandre Parker Wyman,Chile,USD 23,04-2023,97,Frontend,null
Roselyn Angel Gorczany,Peru,USD 34,04-2023,172,Data Engineer,null
Deborah Austin Heidenreich,Uruguay,USD 36,04-2023,109,Data Engineer,null
Maurice Sasha Schumm,Portugal,USD 36,04-2023,99,Data Engineer,null
Adell Leslie Wehner,Brazil,USD 34,04-2023,160,Data Engineer,null
Sadye Hayden Spencer,Peru,USD 27,04-2023,109,Frontend,null
Gene Micah Frami,Chile,USD 19,04-2023,137,DevOps,null
Marlon Greer Jacobi,Kenya,USD 18,04-2023,147,DevOps,null
Neoma Logan Bailey,Brazil,USD 15,04-2023,115,DevOps,null
Eldred Avery Bartell,Turkey,USD 18,04-2023,110,Backend,null
Jeffrey Micah Schuster,Brazil,USD 23,04-2023,119,Frontend,null
Lilyan Dakota Kutch,Turkey,USD 19,04-2023,162,Backend,null
Gennaro Dakota Rowe,Brazil,USD 24,04-2023,116,Backend,null
Oswaldo Reese Glover,Georgia,USD 36,04-2023,122,Data Engineer,null
Conrad Harper Corkery,Ivory Coast,USD 20,04-2023,90,Frontend,null
Vella Kennedy Batz,Turkey,USD 20,04-2023,95,Backend,null
Alphonso Quinn Goyette,Peru,USD 25,04-2023,125,Frontend,null
Trevion Quinn Tillman,Georgia,USD 21,04-2023,136,Frontend,null
Abelardo River Gutkowski,Georgia,USD 21,04-2023,102,Frontend,null
Roxanne Kyle Bergstrom,Sweden,USD 27,04-2023,123,Data Engineer,null
Franz Blake Renner,Peru,USD 18,04-2023,169,DevOps,null
Velma Billie Toy,Peru,USD 31,04-2023,165,Data Engineer,null
Leif River Schuster,Georgia,USD 26,04-2023,106,Frontend,null
Bart Phoenix Wyman,Brazil,USD 26,04-2023,97,Frontend,null
Vita Rowan Corkery,Peru,USD 36,04-2023,166,Data Engineer,null
Teagan Kyle Gutkowski,Brazil,USD 33,04-2023,123,Data Engineer,null
Alexis Gray Reilly,Uruguay,USD 24,04-2023,151,Backend,null
Ima Austin Williamson,Turkey,USD 17,04-2023,144,DevOps,null
Carleton Kendall Gerlach,Sweden,USD 25,04-2023,159,Frontend,null
Katrina Elliott Jast,Colombia,USD 23,04-2023,124,Frontend,null
Cassidy Sasha Marquardt,Chile,USD 27,04-2023,112,Frontend,null
Martin Corey Heathcote,Peru,USD 19,04-2023,152,Backend,null
Don Angel Swaniawski,Ivory Coast,USD 34,04-2023,125,Data Engineer,null
Jayda Robin Ondricka,Brazil,USD 17,04-2023,155,DevOps,null
Alfred Emerson Hyatt,Georgia,USD 22,04-2023,104,Backend,null
Delia Addison Jaskolski-Nitzsche,Ivory Coast,USD 23,04-2023,146,Frontend,null
Pearl Quinn Macejkovic,Brazil,USD 26,04-2023,89,Frontend,null
Leatha Robin Schmitt-Hartmann,Ivory Coast,USD 19,04-2023,172,Backend,null
Malvina Arden Wilkinson,Peru,USD 31,04-2023,150,Data Engineer,null
Josianne Angel Haley,Uruguay,USD 21,04-2023,131,Frontend,null
Magdalen Cameron Littel,Colombia,USD 27,04-2023,164,Frontend,null
Amari Quinn Muller,Brazil,USD 26,04-2023,117,Frontend,null
Clifton Leslie Runolfsson,Argentina,USD 31,04-2023,164,Data Engineer,null
Robin Brooklyn Friesen,Nigeria,USD 34,04-2023,152,Data Engineer,null
Geovany Bowie Bernhard,Portugal,USD 24,04-2023,163,Backend,null
Ophelia Jaden Sawayn,Armenia,USD 28,04-2023,127,Data Engineer,null
Amanda Gray Bergstrom-Beahan,Peru,USD 27,04-2023,122,Frontend,null
Katharina Charlie Blick,Turkey,USD 31,04-2023,100,Data Engineer,null
Erin Riley Abernathy,Sweden,USD 25,04-2023,112,Frontend,null
Keegan River Gerlach,Chile,USD 20,04-2023,132,Frontend,null
Raheem Nico Kovacek,Peru,USD 36,04-2023,151,Data Engineer,null
Caden Cameron Larson,Brazil,USD 21,04-2023,95,Frontend,null
Shirley Emerson Kuphal,Turkey,USD 22,04-2023,106,Backend,null
Roslyn North Parker,Brazil,USD 17,04-2023,122,DevOps,null
Hobart Hayden Jacobi,Uruguay,USD 25,04-2023,159,Frontend,null
Imogene Sage Maggio,Peru,USD 31,04-2023,151,Data Engineer,null
Nelle North Bogan,Uruguay,USD 30,04-2023,120,Data Engineer,null
Octavia Ryan Block,Uganda,USD 23,04-2023,122,Frontend,null
Amber Shiloh Ward,Brazil,USD 28,04-2023,141,Data Engineer,null
Loren Drew Boyle,Brazil,USD 27,04-2023,110,Frontend,null
Steve Austin Batz,Nigeria,USD 16,04-2023,144,DevOps,null
Dante Avery Becker,Brazil,USD 16,04-2023,115,DevOps,null
Levi Bailey Stark,Georgia,USD 25,04-2023,122,Frontend,null
Shawna Quinn Block,Ivory Coast,USD 31,04-2023,146,Data Engineer,null
Angelita Corey Luettgen,Uganda,USD 20,04-2023,122,Backend,null
Alba Reagan Goldner,Uruguay,USD 24,04-2023,162,Backend,null
Greg Marlowe Nikolaus,Uganda,USD 19,04-2023,108,Backend,null
Salvatore Sawyer Torphy,Turkey,USD 24,04-2023,97,Backend,null
Cristina Jaden Murray,Brazil,USD 33,04-2023,93,Data Engineer,null
Gia Quinn Schultz,Argentina,USD 33,04-2023,101,Data Engineer,null
Lucas Hayden Greenholt,Ivory Coast,USD 23,04-2023,88,Backend,null
Mckenzie Jordan Sauer,Uganda,USD 30,04-2023,158,Data Engineer,null
Sherman Quinn Moore,Sweden,USD 23,04-2023,152,Frontend,null
Mikel Phoenix Cummerata,Turkey,USD 34,04-2023,126,Data Engineer,null
Pauline Austin Barton,Brazil,USD 20,04-2023,89,DevOps,null
Alejandra Alex O'Kon-McCullough,Nigeria,USD 27,04-2023,142,Frontend,null
Lavon Blake Homenick,Peru,USD 30,04-2023,97,Data Engineer,null
Gianni Kyle Zemlak,Brazil,USD 26,04-2023,122,Frontend,null
Jaida Reese Keeling,Turkey,USD 27,04-2023,154,Data Engineer,null
Dandre Shiloh Kautzer,Brazil,USD 19,04-2023,150,DevOps,null
Stewart Phoenix Parker,Uruguay,USD 34,04-2023,132,Data Engineer,null
Cielo Billie Mraz,Brazil,USD 27,04-2023,88,Data Engineer,null
Katlynn Hayden Streich,Chile,USD 26,04-2023,128,Frontend,null
Willy Corey Bechtelar,Georgia,USD 30,04-2023,95,Data Engineer,null
Belle Greer Botsford,Turkey,USD 23,04-2023,138,Frontend,null
Joanie Charlie Beahan,Georgia,USD 34,04-2023,102,Data Engineer,null
Elmira Skyler Lang,Ivory Coast,USD 36,04-2023,90,Data Engineer,null
Amaya Angel Gislason,Uruguay,USD 19,04-2023,153,Backend,null
Talia Shawn Schuppe,Brazil,USD 30,04-2023,88,Data Engineer,null
Jerald Avery Wiegand,Turkey,USD 23,04-2023,150,Frontend,null
Walter Blake Gerhold,Armenia,USD 16,04-2023,119,DevOps,null
Chesley Shawn Runolfsson,Brazil,USD 33,04-2023,162,Data Engineer,null
Winona Kyle Mills,Georgia,USD 19,04-2023,162,Backend,null
Deshaun Quinn Kassulke,Brazil,USD 24,04-2023,90,Frontend,null
Jacquelyn Rory Carter,Ivory Coast,USD 17,04-2023,111,DevOps,null
Eldon Ryan Jacobs,Uruguay,USD 36,04-2023,126,Data Engineer,null
Taurean Avery Toy,Uganda,USD 21,04-2023,138,Backend,null
Heber Nico Rogahn,Uruguay,USD 23,04-2023,163,Frontend,null
Lorine Greer Ratke-Murazik,Brazil,USD 20,04-2023,120,DevOps,null
Cheyenne Noah Bashirian,Turkey,USD 18,04-2023,167,Backend,null
Earline Jaden Predovic,Zimbabwe,USD 27,04-2023,115,Frontend,null
Adelbert Hayden Walter,Senegal,USD 26,04-2023,129,Frontend,null
Carroll Rowan Stroman,Sweden,USD 28,04-2023,166,Data Engineer,null
Destiney Billie Hayes,Uruguay,USD 34,04-2023,88,Data Engineer,null
Rossie Kyle Kuhlman,Turkey,USD 18,04-2023,156,Backend,null
Veronica Taylor Von,Nigeria,USD 17,04-2023,92,DevOps,null
Hal London Bartell,Brazil,USD 20,04-2023,113,Frontend,null
Cornell Micah Lindgren,Sweden,USD 20,04-2023,170,Backend,null
Jarret Reagan Greenfelder,Brazil,USD 24,04-2023,124,Frontend,null
Raul North Schamberger,Chile,USD 21,04-2023,169,Frontend,null
Mertie North Dibbert,Peru,USD 22,04-2023,89,Backend,null
Lurline Avery Turner,Brazil,USD 30,04-2023,166,Data Engineer,null
Mckayla Gray Jacobs-Kulas,Georgia,USD 24,04-2023,158,Frontend,null
Orin Kyle McLaughlin,Brazil,USD 21,04-2023,139,Backend,null
Elroy Shiloh Koss,Turkey,USD 20,04-2023,171,Frontend,null
Lilly Emerson Huels,Turkey,USD 24,04-2023,140,Backend,null
Candida Micah Stamm,Turkey,USD 25,04-2023,172,Frontend,null
Jerrold Jaden Treutel,Turkey,USD 26,04-2023,156,Frontend,null
Fausto Skyler Becker-Bode,Sweden,USD 25,04-2023,138,Frontend,null
Keyon Arden Oberbrunner,Brazil,USD 36,04-2023,103,Data Engineer,null
Vinnie Cameron Barrows,Uruguay,USD 23,04-2023,164,Frontend,null
Pasquale Shawn Daugherty,Uruguay,USD 22,04-2023,111,Backend,null
Reba Charlie Leannon,Georgia,USD 27,04-2023,111,Data Engineer,null
Aliza Micah Kiehn,Brazil,USD 21,04-2023,138,Backend,null
Rory Gray Mosciski,Chile,USD 28,04-2023,145,Data Engineer,null
Nia Avery MacGyver-Konopelski,Uruguay,USD 27,04-2023,108,Frontend,null
Dusty August Jakubowski,Brazil,USD 24,04-2023,112,Frontend,null
Kenyatta Arden Block,Argentina,USD 15,04-2023,116,DevOps,null
Kristofer Blake Lesch,Turkey,USD 20,04-2023,93,Frontend,null
Fletcher Bailey Lesch,Brazil,USD 17,04-2023,145,DevOps,null
Everette Anderson Pouros,Peru,USD 23,04-2023,154,Backend,null
Michele Dakota Keebler,Brazil,USD 26,04-2023,169,Frontend,null
Stone Shiloh Frami,Brazil,USD 18,04-2023,109,DevOps,null
Stone Ellis Glover,Uruguay,USD 27,04-2023,109,Frontend,null
Davon Reese Thiel,Uruguay,USD 30,04-2023,143,Data Engineer,null
Kale Addison Miller,Senegal,USD 26,04-2023,97,Frontend,null
Easter Cameron Ruecker,Chile,USD 25,04-2023,160,Frontend,null
Garnet Drew Altenwerth,Brazil,USD 33,04-2023,96,Data Engineer,null
Ethelyn Riley Kuhic,Nigeria,USD 30,04-2023,127,Data Engineer,null
Scottie Skyler Hilpert,Sweden,USD 30,04-2023,87,Data Engineer,null
Daron Brooklyn Gleason,Uganda,USD 19,04-2023,149,DevOps,null
Elbert Noah Kihn,Kenya,USD 30,04-2023,145,Data Engineer,null
Claud Corey Batz,Brazil,USD 24,04-2023,125,Frontend,null
Angel Jordan Collins,Uruguay,USD 26,04-2023,123,Frontend,null
Judd London Schroeder,Turkey,USD 24,04-2023,130,Backend,null
Mellie Parker Collins,Ivory Coast,USD 21,04-2023,146,Backend,null
Georgianna Sawyer Hoeger,Uruguay,USD 21,04-2023,164,Frontend,null
Sharon North Will,Chile,USD 19,04-2023,156,Backend,null
Nathan Jamie Gulgowski,Brazil,USD 27,04-2023,89,Frontend,null
Yoshiko Harper Gleason,Brazil,USD 21,04-2023,125,Backend,null
Juvenal Avery Bailey,Peru,USD 22,04-2023,149,Backend,null
Ford Ellis Runolfsdottir,Brazil,USD 21,04-2023,87,Frontend,null
Idell Kennedy Reinger,Georgia,USD 18,04-2023,133,Backend,null
Gina Sage Larson,Uruguay,USD 19,04-2023,127,DevOps,null
Kitty London O'Connell,Brazil,USD 24,04-2023,111,Backend,null
Samara River Boyer,Brazil,USD 36,04-2023,167,Data Engineer,null
Marlene Ellis Klocko,Turkey,USD 18,04-2023,101,Backend,null
Stuart Ellis Stamm,Brazil,USD 22,04-2023,165,Backend,null
Hollis Quinn Cartwright,Sweden,USD 26,04-2023,170,Frontend,null
Osbaldo Marlowe Runte,Brazil,USD 25,04-2023,133,Frontend,null
Augustus Kennedy Treutel,Turkey,USD 24,04-2023,106,Frontend,null
Henri North Volkman,Ivory Coast,USD 19,04-2023,154,Backend,null
Jamal Reign Medhurst,Uganda,USD 26,04-2023,142,Frontend,null
Hollis Kai Kub,Turkey,USD 23,04-2023,91,Frontend,null
Sadie James Volkman-Bechtelar,Brazil,USD 26,04-2023,136,Frontend,null
Jenifer Rowan Mertz,Uganda,USD 18,04-2023,157,Backend,null
Annabell Sawyer Schowalter,Brazil,USD 26,04-2023,89,Frontend,null
Spencer Marlowe Romaguera,Turkey,USD 18,04-2023,168,Backend,null
Johann Bailey Medhurst,Brazil,USD 18,04-2023,141,DevOps,null
Letitia Austin Toy,Chile,USD 15,04-2023,149,DevOps,null
Haven Blake Crist,Nigeria,USD 21,04-2023,167,Frontend,null
Deanna Ryan Lockman,Peru,USD 28,04-2023,86,Data Engineer,null
Evert Hayden Ward-Steuber,Peru,USD 27,04-2023,98,Frontend,null
Hortense Austin Bruen,Uruguay,USD 23,04-2023,90,Backend,null
Cleo Jules Oberbrunner-Miller,Peru,USD 20,04-2023,138,Backend,null
Yasmine Elliott Cole,Nigeria,USD 25,04-2023,167,Frontend,null
Otho Harper Stamm,Sweden,USD 24,04-2023,103,Backend,null
Marcella Reagan Bechtelar,Brazil,USD 26,04-2023,159,Frontend,null
Chanelle Kendall Harris,Nigeria,USD 20,04-2023,140,Backend,null
Enoch Rory Larson,Peru,USD 24,04-2023,133,Frontend,null
Fausto Marlowe Streich,Brazil,USD 22,04-2023,158,Backend,null
Else Quinn Breitenberg,Peru,USD 27,04-2023,130,Data Engineer,null
Collin Gray Breitenberg,Peru,USD 33,04-2023,97,Data Engineer,null
Ellsworth Taylor O'Hara,Peru,USD 21,04-2023,97,Frontend,null
Ole Nico Parker,Uruguay,USD 20,04-2023,122,Frontend,null
Greta Charlie Hilpert,Uruguay,USD 20,04-2023,89,Frontend,null
Palma Arden Emmerich,Uruguay,USD 20,04-2023,91,Backend,null
Victor Reese Gulgowski,Uruguay,USD 24,04-2023,138,Frontend,null
Liliane Kendall Schulist,Armenia,USD 23,04-2023,171,Frontend,null
Karson London Quigley,Brazil,USD 18,04-2023,110,DevOps,null
Mittie Shawn Daniel,Uganda,USD 27,04-2023,142,Frontend,null
Arden Bailey Gerhold,Peru,USD 20,04-2023,91,Backend,null
Myrtis Harper Kuhlman-Pouros,Georgia,USD 33,04-2023,106,Data Engineer,null
Henriette August Kassulke,Georgia,USD 25,04-2023,124,Frontend,null
Roman Gray Hoppe,Uruguay,USD 21,04-2023,118,Backend,null
Luz Micah Krajcik,Senegal,USD 15,04-2023,118,DevOps,null
Jazmin London Herzog,Brazil,USD 30,04-2023,171,Data Engineer,null
Brycen Sage Ullrich-Friesen,Turkey,USD 20,04-2023,124,DevOps,null
Luigi Drew Stroman,Brazil,USD 23,04-2023,136,Frontend,null
Zena Arden Fritsch,Sweden,USD 27,04-2023,131,Data Engineer,null
Roel Jamie Schiller,Argentina,USD 27,04-2023,132,Data Engineer,null
Brycen Ellis Hodkiewicz,Colombia,USD 33,04-2023,88,Data Engineer,null
Estel Blake Ferry,Turkey,USD 33,04-2023,127,Data Engineer,null
Soledad Kyle Yost,Uruguay,USD 22,04-2023,132,Backend,null
Terry Emerson Waters,Sweden,USD 30,04-2023,126,Data Engineer,null
Madilyn Robin Schmeler,Uganda,USD 36,04-2023,103,Data Engineer,null
Enid Micah Marvin,Uruguay,USD 17,04-2023,89,DevOps,null
Elza Avery Bechtelar-Huel,Brazil,USD 18,04-2023,89,Backend,null
Elmira Dakota Toy,Brazil,USD 33,04-2023,151,Data Engineer,null
Wilma Anderson Bins,Portugal,USD 19,04-2023,122,Backend,null
Malachi Sasha Denesik,Argentina,USD 33,04-2023,92,Data Engineer,null
Vanessa Micah Yundt,Uruguay,USD 31,04-2023,110,Data Engineer,null
Marilyne Greer Wehner,Uruguay,USD 27,04-2023,172,Frontend,null
Isaac Avery Hilpert,Uruguay,USD 18,04-2023,140,Backend,null
Damian Jaden Langosh,Colombia,USD 24,04-2023,126,Frontend,null
Daisha Emerson Murray,Turkey,USD 28,04-2023,89,Data Engineer,null
Jasen Angel Greenfelder,Brazil,USD 18,04-2023,102,DevOps,null
Isom Angel Schaefer,Sweden,USD 16,04-2023,91,DevOps,null
Dessie Shiloh Batz,Sweden,USD 36,04-2023,118,Data Engineer,null
Shane Shawn Kuhic,Turkey,USD 20,04-2023,133,Frontend,null
Serenity Taylor Kessler,Armenia,USD 23,04-2023,96,Frontend,null
Dan Addison Hammes,Turkey,USD 36,04-2023,114,Data Engineer,null
Amya Noah Howell,Brazil,USD 27,04-2023,163,Data Engineer,null
Murphy Sage Von,Zimbabwe,USD 27,04-2023,170,Frontend,null
Rollin Logan Spinka,Ivory Coast,USD 24,04-2023,102,Backend,null
Jermaine Finley Corkery,Brazil,USD 27,04-2023,137,Data Engineer,null
Teresa Charlie Grady,Georgia,USD 16,04-2023,110,DevOps,null
Aracely North Schuster,Brazil,USD 27,04-2023,86,Data Engineer,null
Vince London Homenick,Ivory Coast,USD 31,04-2023,126,Data Engineer,null
Isaac Emerson Beer,Colombia,USD 28,04-2023,164,Data Engineer,null
Carmen North Brown,Sweden,USD 17,04-2023,135,DevOps,null
Bryce Bailey Weber,Colombia,USD 21,04-2023,133,Frontend,null
Sidney Sasha Beatty,Armenia,USD 28,04-2023,115,Data Engineer,null
Greg Hayden Balistreri-Waters,Georgia,USD 26,04-2023,147,Frontend,null
Estefania Hayden O'Hara,Nigeria,USD 36,04-2023,142,Data Engineer,null
Carmine Phoenix Nienow,Turkey,USD 33,04-2023,145,Data Engineer,null
London Jules Jakubowski,Turkey,USD 20,04-2023,138,Frontend,null
Stephen Shawn Franecki,Georgia,USD 25,04-2023,147,Frontend,null
Summer Sage Vandervort-Wunsch,Kenya,USD 33,04-2023,88,Data Engineer,null
Violet Alex Carter,Peru,USD 28,04-2023,167,Data Engineer,null
Sandrine Dakota Sauer,Turkey,USD 20,04-2023,112,Backend,null
Mia Marlowe Koepp,Uruguay,USD 30,04-2023,163,Data Engineer,null
Howell Dakota Marvin,Uruguay,USD 18,04-2023,136,Backend,null
Monica Harper D'Amore,Uruguay,USD 20,04-2023,138,Frontend,null
Kaitlyn Drew Ruecker,Nigeria,USD 21,05-2023,117,Frontend,null
Mikayla Charlie Shanahan,Nigeria,USD 27,05-2023,62,Data Engineer,null
Krystel Sage Kessler,Turkey,USD 17,05-2023,70,DevOps,null
Harmon Ryan Sanford,Argentina,USD 22,05-2023,65,Backend,null
Tracy Blake Paucek,Brazil,USD 23,05-2023,102,Frontend,null
Monty Alex Nikolaus,Armenia,USD 20,05-2023,119,Frontend,null
Jodie Dakota Huel,Uganda,USD 28,05-2023,62,Data Engineer,null
Chet Reagan Cummerata,Colombia,USD 20,05-2023,98,Backend,null
Tracey Reign Hartmann,Brazil,USD 17,05-2023,121,DevOps,null
Kiley Finley Buckridge,Brazil,USD 20,05-2023,79,Frontend,null
Eunice Charlie White,Turkey,USD 24,05-2023,70,Frontend,null
Jerrold Elliott Cruickshank,Georgia,USD 26,05-2023,91,Frontend,null
Arvilla Bowie Brakus-Lebsack,Chile,USD 25,05-2023,64,Frontend,null
Cletus Anderson Hane,Chile,USD 15,05-2023,113,DevOps,null
Ethyl Billie Kiehn,Brazil,USD 19,05-2023,65,Backend,null
Braeden Parker Kuhn,Brazil,USD 23,05-2023,107,Backend,null
Olga Rowan Trantow,Brazil,USD 20,05-2023,94,DevOps,null
Daphne Gray Bogan,Georgia,USD 27,05-2023,88,Frontend,null
Addie Jamie Gleason,Sweden,USD 30,05-2023,119,Data Engineer,null
Pearline Brooklyn Purdy,Nigeria,USD 25,05-2023,87,Frontend,null
Beverly Skyler Carroll,Uganda,USD 28,05-2023,107,Data Engineer,null
Imogene Addison Bogan,Ivory Coast,USD 19,05-2023,120,Backend,null
Al North Hirthe-Casper,Uruguay,USD 21,05-2023,67,Frontend,null
Orlo Marlowe O'Kon,Sweden,USD 27,05-2023,102,Data Engineer,null
Paris Sawyer Spinka,Uruguay,USD 23,05-2023,79,Frontend,null
Adan Kennedy Prohaska,Sweden,USD 24,05-2023,63,Frontend,null
Otho James Schmidt,Zimbabwe,USD 18,05-2023,88,Backend,null
Kasey Billie Johnson-Sanford,Georgia,USD 27,05-2023,86,Data Engineer,null
Serenity Shawn Mohr,Colombia,USD 24,05-2023,95,Backend,null
Lucinda Jaden Bauch,Sweden,USD 27,05-2023,94,Data Engineer,null
Krystel Rory Stanton,Brazil,USD 27,05-2023,87,Frontend,null
Donato Shawn Raynor,Peru,USD 24,05-2023,69,Frontend,null
Enrico Elliott Reilly,Georgia,USD 21,05-2023,102,Frontend,null
Kailee Taylor Rowe,Turkey,USD 24,05-2023,83,Backend,null
Jamar Jaden Hansen,Brazil,USD 21,05-2023,106,Frontend,null
Elinor Sasha Pouros,Turkey,USD 28,05-2023,63,Data Engineer,null
Berenice Reign Miller,Uruguay,USD 21,05-2023,105,Frontend,null
Deja Avery Strosin,Argentina,USD 21,05-2023,98,Frontend,null
Retta Greer Hintz,Senegal,USD 21,05-2023,80,Frontend,null
Randall Bailey Franecki,Turkey,USD 16,05-2023,112,DevOps,null
Rodolfo Reese Kerluke,Turkey,USD 21,05-2023,109,Frontend,null
Tressa Rowan Cormier,Uruguay,USD 33,05-2023,61,Data Engineer,null
Newell Kyle Miller,Brazil,USD 17,05-2023,75,DevOps,null
Adolphus Bailey Schmitt,Brazil,USD 30,05-2023,67,Data Engineer,null
Justice Kai Reichert,Uganda,USD 20,05-2023,72,Frontend,null
Brenda Quinn Schamberger,Turkey,USD 27,05-2023,98,Frontend,null
Ludwig Addison Metz,Zimbabwe,USD 17,05-2023,74,DevOps,null
Ciara Sage Nitzsche,Georgia,USD 19,05-2023,63,Backend,null
Ernesto Emerson Rolfson,Peru,USD 24,05-2023,78,Frontend,null
Wade Rowan Kuhn,Turkey,USD 34,05-2023,92,Data Engineer,null
Billie Jaden Fisher,Uruguay,USD 26,05-2023,114,Frontend,null
Dorcas Harper Senger,Colombia,USD 17,05-2023,98,DevOps,null
Deja North Hamill,Chile,USD 18,05-2023,121,DevOps,null
Roberto Reagan Hoppe,Zimbabwe,USD 30,05-2023,89,Data Engineer,null
Keon Anderson Mann,Chile,USD 28,05-2023,105,Data Engineer,null
Roslyn Leslie Mante,Turkey,USD 28,05-2023,123,Data Engineer,null
Stuart August Bayer,Uganda,USD 18,05-2023,91,Backend,null
Trevor Phoenix Cassin,Brazil,USD 30,05-2023,95,Data Engineer,null
Alanna Alex Wiza,Brazil,USD 28,05-2023,112,Data Engineer,null
Celia Bowie Hackett,Uganda,USD 21,05-2023,71,Backend,null
Dolores Robin Luettgen,Zimbabwe,USD 23,05-2023,75,Backend,null
Katrine Jules Quitzon,Turkey,USD 26,05-2023,89,Frontend,null
Lucas Dakota Schoen-Koss,Ivory Coast,USD 21,05-2023,67,Frontend,null
